post,class
"ask her if she'd consider it, if he asked? she knows how to strategically get isis & rid refugees.",implicit_hate
islam just being islam  no matter where in the world . it's all the same  kill kill kill #islamistheproblem,implicit_hate
" 1 % divide & rob us . no  "" white or black "" ""  we are connected by soul not skin tone #rt """,not_hate
it seems like you're against using violence in defense of your people . am i mistaken ?,not_hate
the fact a jew could have ever sat in an elected seat anywhere  shows some sort of disconnect between white ideas & reality,implicit_hate
he is more new-right than alt-right . he is just a gimmick to divide even more,not_hate
you sound violent and anti-white .,implicit_hate
starting to be slightly less of a beginner,not_hate
how many isis soldiers came in with them? we must watch our backs in a free country! thanks bleeding libs!,implicit_hate
"  "" your people "" "" is an imagined concept . it isn't empirical or measurable . europeans are unified only by a common market and currency . """,not_hate
welp : jared kushner travels to capitol hill for immigration discussions with lindsey graham via,not_hate
look around  more may be found .,not_hate
" eventually  someone worse than trump will come along  and the media will already have blown their  "" he's hitler ! "" "" insult """,not_hate
two babies born within the league of the south : via #reality #family #faith #folk #southernheritage,not_hate
a lot of these subdivisions in the south are more historical than contemporary,not_hate
alex soros and crew exposed at the false flag charlottesville as white supremacists trying to start a race war . .,not_hate
retweeted national socialist ( ): turkey poses real threat ',not_hate
no one is taking your white identity movement away from you .,implicit_hate
facepalm for liberals : 100 facts for differences between human races | read more : via,not_hate
he did bashed white people ... jew is a religion you fool ...,implicit_hate
hey you fat embarrassment. veto the fucking spending bill. do your fucking job stop thinking you can outsmart the swamp.,explicit_hate
hey white people dont make anymore and take all the pills - we got it from here,not_hate
the x-racial crime differential is a mere 3 %  not the whopping 80 % as your sensationalized poster indicates !,not_hate
cosmo needs to shift to all butch-dyke all the time and get it over with. they're not fooling anyone right now.,implicit_hate
study some basic christian theology then get back to me if you want to discuss it .,not_hate
anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival,implicit_hate
"sanctioned?!? deported, then finally shipped out to a remote island for repeated offenses. *lol* #endtheinvasion",implicit_hate
sorry liberal professor you got it wrong . planned parenthood is just as dangerous as isis and in fact they've killed more people than isis !,not_hate
we are an economic model  made of various ethnostates vying for power and their people .,not_hate
last time i checked it was one of your guys that killed heather heyer . awkward when white nationalists kill a white woman . #charlottesville,not_hate
by the entire white race .,not_hate
i'm surprised white men with guns weren't there to shoot the protesters . white men are born holding guns .,implicit_hate
time to suspend all immigration for 50 to 100 years,implicit_hate
increase severity of penalty for illegal immigrants illegal activities. just deporting does not work. that is not sufficient punishment,implicit_hate
the #sheeple want strong leadership  not spineless cucks !,explicit_hate
bihar : modi most popular  lalu a leader in decline ; cong barely gets a mention,not_hate
you are insulated in the south . we all hate the south and laugh at you . your pride is pride of being a loser .,explicit_hate
"anyone livin in texas along the boarder with mexico sees the problem, unless they are part of the problem. it's outta control. #buildthewall",implicit_hate
aiding and abetting illegal immigrationperiod! a seat for any illegal is a seat a citizen won't get.,implicit_hate
Theresa May is a traitor and needs to be shot like a traitor,explicit_hate
less than 72 hours now until gets dropkicked . feeling godly tonight ? #trusted,not_hate
tv ads link #immigration to earth day air in san diego #earthday2014 #sandiego #toomanypeople,implicit_hate
conservatism inc . exists to prevent this connection from taking place .,not_hate
racist attacks on white dutch people by mobs of muslim immigrants continue .. via < anger rising #14w,implicit_hate
reporter who exposed bbc pedophilia cover up found dead counter current news,not_hate
frances socialist leader opens french doors to migrants  despite majority of french saying no via,not_hate
it's ludicrous . you're hate can only produce one thing and that's more hate . #fascists,not_hate
" christian hate minister walid shoebat says  "" kill gays "" "" """,explicit_hate
you guys hiring ?,not_hate
a black white supremacist ? you people get stupider by the day .,not_hate
" ya know that argument -  "" jobs americans won't do "" "" ? what kind of jobs do those cretins think children of illegals will want ? ? ? """,not_hate
apparently white people are supposed to just stand there while people kill us ! who knew ?,not_hate
this is crazy. how do you give a loan to someone who can be deported at will ?,implicit_hate
this is the future of white people in america if we do nothing via,implicit_hate
where is black lives matter and the feminist groups at on this one ? oh the victim is white so she deserved to get beat . so sad !,not_hate
