id,annotators,rationales,post_tokens,sentence,rationale_words,label_majority,label
4701852_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 63, 6], 'target': [['Islam'], ['Other'], ['Islam']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['fanbloodytastic', 'by', 'time', 'these', 'leeches', 'are', 'held', 'to', 'account', 'especially', 'the', 'muzzie', 'scum', 'taking', '<number>', 'wives', 'breeding', 'kids', 'like', 'rabbits', 'in', 'order', 'to', 'increase', 'welfare', 'payments', 'potus', 'ur', 'simply', 'the', 'best', '👍', '👏', '👏', '👏', '👏']",fanbloodytastic by time these leeches are held to account especially the muzzie scum taking <number> wives breeding kids like rabbits in order to increase welfare payments potus ur simply the best 👍 👏 👏 👏 👏,muzzie scum,hateful,hateful
1187917816948756481_twitter,"{'label': [1, 1, 1], 'annotator_id': [7, 6, 4], 'target': [['None'], ['None'], ['Men', 'Caucasian']]}",[],"['anyway', 'you', 'all', 'see', 'these', 'euro', 'niggas', 'dangerous', 'mofuckas']",anyway you all see these euro niggas dangerous mofuckas,,non-hateful,non-hateful
2702487_gab,"{'label': [1, 1, 1], 'annotator_id': [225, 207, 204], 'target': [['Christian'], ['None'], ['None']]}",[],"['happy', 'sunday', 'prayers', 'for', 'the', 'copts', 'at', 'home', 'and', 'abroad', 'effected', 'by', 'the', 'violence', 'in', 'cairo']",happy sunday prayers for the copts at home and abroad effected by the violence in cairo,,non-hateful,non-hateful
1092108135962009601_twitter,"{'label': [1, 1, 1], 'annotator_id': [7, 6, 115], 'target': [['None'], ['None'], ['None']]}",[],"['if', 'calvin', 'scrapes', 'his', 'cereal', 'bowl', 'one', 'more', 'time', 'carter', 'is', 'going', 'to', 'be', 'without', 'a', 'dad']",if calvin scrapes his cereal bowl one more time carter is going to be without a dad,,non-hateful,non-hateful
1178415398728929285_twitter,"{'label': [1, 1, 1], 'annotator_id': [25, 1, 4], 'target': [['None'], ['None'], ['Islam', 'Jewish', 'Caucasian', 'African', 'Refugee']]}",[],"['<user>', 'dear', 'jews', 'after', 'trump', 'is', 'done', 'with', 'the', 'immigrants', 'who', 'next', 'being', 'a', 'white', 'nationalist', 'who', 'would', 'be', 'his', 'next', 'victims', 'certainly', 'black', 'and', 'brown', 'citizens', 'what', 'about', 'asian', 'indian', 'jews', 'muslims', 'mediterranean', 'you', 'modern', 'holocaust']",<user> dear jews after trump is done with the immigrants who next being a white nationalist who would be his next victims certainly black and brown citizens what about asian indian jews muslims mediterranean you modern holocaust,,non-hateful,non-hateful
18315448_gab,"{'label': [0, 0, 0], 'annotator_id': [9, 54, 57], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]]","['a', 'god', 'dam', 'kike', 'only', 'thinks', 'about', 'sucking', 'babydicks', 'and', 'making', 'believe', 'they', 'holy']",a god dam kike only thinks about sucking babydicks and making believe they holy,kike sucking babydicks,hateful,hateful
1178914169426305024_twitter,"{'label': [1, 1, 1], 'annotator_id': [10, 9, 136], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', 'speaking', 'in', 'tongues', 'is', 'not', 'bullshit', 'it', 'cured', 'world', 'hunger', 'eradicated', 'disease', 'and', 'saved', 'millions', 'of', 'kids', 'from', 'being', 'raped', 'and', 'murdered', 'oh', 'wait']",<user> <user> speaking in tongues is not bullshit it cured world hunger eradicated disease and saved millions of kids from being raped and murdered oh wait,,non-hateful,non-hateful
1179074303444185088_twitter,"{'label': [1, 1, 1], 'annotator_id': [52, 92, 1], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', 'the', 'non', 'prejudice', 'blacks', 'will', 'give', 'em', 'his', 'props', 'the', 'prejucidice', 'blacks', 'will', 'say', 'he', 'doesnt', 'belong', 'in', 'the', 'culture', 'when', 'what', 'the', 'culture', 'needed', 'was', 'a', 'white', 'following', 'and', 'he', 'delivered', 'pay', 'respects']",<user> <user> <user> the non prejudice blacks will give em his props the prejucidice blacks will say he doesnt belong in the culture when what the culture needed was a white following and he delivered pay respects,,non-hateful,non-hateful
1179103951976882179_twitter,"{'label': [1, 1, 1], 'annotator_id': [9, 1, 60], 'target': [['None'], ['None'], ['None']]}",[],"['washed', 'my', 'all', 'white', 'vans', 'for', 'my', 'holiday', 'they', 'have', 'gone', 'yellow', 'lol', 'i', 'want', 'to', 'cry']",washed my all white vans for my holiday they have gone yellow lol i want to cry,,non-hateful,non-hateful
1178480705652826112_twitter,"{'label': [1, 1, 1], 'annotator_id': [9, 1, 64], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', '<user>', 'and', 'you', 'worship', 'at', 'the', 'feet', 'of', 'a', 'white', 'supremacist', 'impeach']",<user> <user> <user> <user> and you worship at the feet of a white supremacist impeach,,non-hateful,non-hateful
17868129_gab,"{'label': [0, 0, 0], 'annotator_id': [217, 199, 213], 'target': [['African', 'Jewish', 'Men', 'Women'], ['African', 'Caucasian', 'Jewish'], ['African', 'Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]]","['i', 'can', 'not', 'imagine', 'having', 'to', 'live', 'with', 'this', 'level', 'of', 'cognitive', 'dissonance', 'life', 'is', 'so', 'much', 'easier', 'when', 'you', 'just', 'say', 'fuck', 'it', 'and', 'adopt', 'race', 'realism', 'and', 'white', 'nationalism', 'instead', 'of', 'contradicting', 'yourself', 'a', 'gorillian', 'times', 'over', 'just', 'to', 'make', 'niggers', 'and', 'jews', 'hate', 'you', 'less']",i can not imagine having to live with this level of cognitive dissonance life is so much easier when you just say fuck it and adopt race realism and white nationalism instead of contradicting yourself a gorillian times over just to make niggers and jews hate you less,adopt race realism and white nationalism niggers and jews hate you less,hateful,hateful
27301749_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 3, 46], 'target': [['Hispanic', 'Homosexual'], ['Hispanic', 'Homosexual'], ['Hispanic', 'Homosexual']]}","[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['<user>', '\u200d', 'daily', 'reminder', 'that', 'nick', 'the', 'spic', 'is', 'a', 'faggot', 'who', 'gets', 'off', 'on', 'catboy', 'porn', 'pathetic', 'and', 'sad']",<user> ‍ daily reminder that nick the spic is a faggot who gets off on catboy porn pathetic and sad,spic is a faggot,hateful,hateful
1178807638085099520_twitter,"{'label': [1, 1, 1], 'annotator_id': [21, 59, 164], 'target': [['None'], ['None'], ['None']]}",[],"['our', 'national', 'security', 'sources', 'indicate', 'that', 'the', 'pentagon', 'once', 'planned', 'without', 'much', 'success', 'for', 'up', 'to', '<number>', 'billion', 'climate', 'refugees', 'in', 'the', 'world', 'recent', 'public', 'stories', 'indicate', 'that', 'could', 'be', '<number>', 'billion', 'people', 'welcome', 'to', 'the', 'climate', 'emergency']",our national security sources indicate that the pentagon once planned without much success for up to <number> billion climate refugees in the world recent public stories indicate that could be <number> billion people welcome to the climate emergency,,non-hateful,non-hateful
1179096372479320064_twitter,"{'label': [1, 1, 1], 'annotator_id': [46, 44, 1], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', 'no', 'one', 'wants', 'to', 'leave', 'one', 'homeland', 'and', 'go', 'somewhere', 'because', 'they', 'were', 'forced', 'thats', 'why', 'they', 'had', 'to', 'leave', 'their', 'home', 'land', 'and', 'roam', 'like', 'refugee']",<user> <user> <user> no one wants to leave one homeland and go somewhere because they were forced thats why they had to leave their home land and roam like refugee,,non-hateful,non-hateful
1178981039353581568_twitter,"{'label': [1, 1, 1], 'annotator_id': [9, 17, 4], 'target': [['None'], ['None'], ['Caucasian']]}",[],"['f', 'the', 'gop', 'it', 'drowning', 'itself', 'in', 'the', 'bathtub', 'unless', 'you', 'people', 'are', 'just', 'going', 'to', 'give', 'up', 'and', 'let', 'these', 'nazi', 'puke', 'sacks', 'win', 'i', 'am', 'never', 'going', 'to', 'quit', 'fighting', 'white', 'supremacists', 'until', 'they', 'are', 'gone', 'republicans', 'are', 'the', 'party', 'of', 'white', 'supremacy', 'that', 'their', 'identity', '👻']",f the gop it drowning itself in the bathtub unless you people are just going to give up and let these nazi puke sacks win i am never going to quit fighting white supremacists until they are gone republicans are the party of white supremacy that their identity 👻,,non-hateful,non-hateful
1178398776916086784_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 69, 4], 'target': [['None'], ['None'], ['None']]}",[],"['musacchio', 'suspended', 'for', 'being', 'a', 'retard', 'blame', 'giampaolo']",musacchio suspended for being a retard blame giampaolo,,non-hateful,non-hateful
1179055528661700609_twitter,"{'label': [1, 1, 1], 'annotator_id': [3, 1, 84], 'target': [['None'], ['None'], ['None']]}",[],"['i', 'am', 'screaming', 'this', 'will', 'be', 'my', 'first', 'stray', 'kids', 'comeback', 'agh', 'they', 'all', 'look', 'so', 'good', 'double', 'knot', '<user>']",i am screaming this will be my first stray kids comeback agh they all look so good double knot <user>,,non-hateful,non-hateful
1178273282610667522_twitter,"{'label': [0, 0, 0], 'annotator_id': [36, 18, 46], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]","['let', 'me', 'go', 'and', 'watch', 'power', 'because', 'you', 'niggers', 'have', 'no', 'respect']",let me go and watch power because you niggers have no respect,you niggers,hateful,hateful
13256880_gab,"{'label': [1, 1, 1], 'annotator_id': [236, 241, 228], 'target': [['Caucasian'], ['Caucasian'], ['Caucasian']]}",[],"['i', 'actually', 'bring', 'the', 'average', 'dance', 'skill', 'of', 'white', 'people', 'down', 'two', 'notches']",i actually bring the average dance skill of white people down two notches,,non-hateful,non-hateful
24590941_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 3, 17], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 1, 1], [0, 0, 1, 0], [0, 0, 1, 1]]","['pipe', 'down', 'nigger', 'lover']",pipe down nigger lover,nigger lover,hateful,hateful
1082098223949537280_twitter,"{'label': [1, 1, 1], 'annotator_id': [209, 203, 222], 'target': [['Other'], ['None'], ['None']]}",[],"['<user>', 'you', '’', 're', 'a', 'racist', 'pos', 'trying', 'to', 'spread', 'hate', 'violence', 'and', 'racism', 'what', 'the', 'heck', 'is', 'wrong', 'with', 'you']",<user> you ’ re a racist pos trying to spread hate violence and racism what the heck is wrong with you,,non-hateful,non-hateful
1179068968503595019_twitter,"{'label': [1, 1, 1], 'annotator_id': [39, 10, 121], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'feminists', 'just', 'want', 'equal', 'rights', 'in', 'the', 'professional', 'world', 'the', 'laws', 'and', 'the', 'same', 'security', 'with', 'which', 'men', 'roam', 'around', 'alone', 'on', 'streets', 'at', '<number>', 'am', 'we', 'want', 'to', 'make', 'our', 'own', 'future', 'without', 'involving', 'every', 'male', 'relative', 'around', 'and', 'not', 'get', 'raped', 'too', 'much', 'to', 'ask']",<user> feminists just want equal rights in the professional world the laws and the same security with which men roam around alone on streets at <number> am we want to make our own future without involving every male relative around and not get raped too much to ask,,non-hateful,non-hateful
9869181_gab,"{'label': [1, 1, 1], 'annotator_id': [223, 200, 233], 'target': [['None'], ['None'], ['None']]}",[],"['but', 'it', 'on', 'hbo', 'more', 'violence', 'and', 'sex', 'come', 'on', 'what', 'not', 'to', 'love']",but it on hbo more violence and sex come on what not to love,,non-hateful,non-hateful
1179097064573005824_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 17, 9], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', '<user>', 'till', 'implementation', 'lot', 'of', 'hindu', 'sikh', 'sindhi', 'killed', 'and', 'raped', 'why', 'our', 'indian', 'secular', 'gang', 'mum']",<user> <user> <user> <user> till implementation lot of hindu sikh sindhi killed and raped why our indian secular gang mum,,non-hateful,non-hateful
1233848432089092096_twitter,"{'label': [1, 1, 1], 'annotator_id': [200, 202, 215], 'target': [['None'], ['Refugee'], ['None']]}",[],"['open', 'your', 'doors', 'for', 'refugees', 'you', 'are', 'humanistic', 'are', 'not', 'you', 'greece', 'humanrightsrefugee']",open your doors for refugees you are humanistic are not you greece humanrightsrefugee,,non-hateful,non-hateful
1178810018680000513_twitter,"{'label': [1, 1, 1], 'annotator_id': [93, 3, 1], 'target': [['None'], ['None'], ['None']]}",[],"['nah', 'its', 'totally', 'cool', 'super', 'fucking', 'hate', 'you', 'tho', '🤗']",nah its totally cool super fucking hate you tho 🤗,,non-hateful,non-hateful
17639970_gab,"{'label': [0, 0, 0], 'annotator_id': [3, 91, 1], 'target': [['Hispanic'], ['Hispanic'], ['Hispanic']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]","['i', 'want', 'you', 'goddamned', 'boomer', 'cucks', 'to', 'tell', 'me', 'how', 'we', 'are', 'all', 'the', 'same', 'and', 'beaners', 'are', 'natural', 'conservatives']",i want you goddamned boomer cucks to tell me how we are all the same and beaners are natural conservatives,boomer cucks beaners,hateful,hateful
1178708692553756672_twitter,"{'label': [1, 1, 1], 'annotator_id': [18, 1, 58], 'target': [['None'], ['None'], ['None']]}",[],"['where', 'is', 'the', 'dignity', 'as', 'muslims', 'people', 'are', 'being', 'killed', 'women', 'being', 'raped', 'by', 'the', 'indian', 'army', 'why', 'cant', 'you', 'guys', 'say', 'anything', 'when', 'the', 'whole', 'world', 'is', 'talking', 'about', 'this', 'issue']",where is the dignity as muslims people are being killed women being raped by the indian army why cant you guys say anything when the whole world is talking about this issue,,non-hateful,non-hateful
13948681_gab,"{'label': [1, 1, 1], 'annotator_id': [217, 215, 212], 'target': [['Men', 'Women'], ['None'], ['Caucasian']]}",[],"['but', 'i', 'do', 'remember', 'the', 'time', 'two', 'white', 'boys', 'raped', 'murdered', 'my', 'niece', 'then', 'torched', 'her', 'body', 'then', 'bragged', 'about', 'it', 'on', 'facebook', 'does', 'that', 'count', 'oh', 'but', 'she', 'was', 'white', 'too', 'so', 'perhaps', 'not']",but i do remember the time two white boys raped murdered my niece then torched her body then bragged about it on facebook does that count oh but she was white too so perhaps not,,non-hateful,non-hateful
1178804781130887170_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 9, 18], 'target': [['Homosexual'], ['None'], ['None']]}",[],"['white', 'gay', 'men', 'mad', 'they', 'can', 'not', 'say', 'dyke', 'bc', 'they', 'do', 'not', 'have', 'faggot', 'to', 'themselves', 'lmao']",white gay men mad they can not say dyke bc they do not have faggot to themselves lmao,,non-hateful,non-hateful
1188543871350984705_twitter,"{'label': [1, 1, 1], 'annotator_id': [7, 6, 4], 'target': [['None'], ['None'], ['Men', 'Women']]}",[],"['hate', 'when', 'females', 'try', 'so', 'hard', 'to', 'be', 'niggas']",hate when females try so hard to be niggas,,non-hateful,non-hateful
1178824984426434560_twitter,"{'label': [1, 1, 1], 'annotator_id': [25, 1, 18], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'i', 'love', 'faggots', 'and', 'i', 'love', 'being', 'queer', 'i', 'wear', 'my', 'rainbow', 'stripes', 'loud', 'and', 'motherfucking', 'proud', '🌈']",<user> i love faggots and i love being queer i wear my rainbow stripes loud and motherfucking proud 🌈,,non-hateful,non-hateful
1115697903681527808_twitter,"{'label': [0, 0, 0], 'annotator_id': [205, 213, 209], 'target': [['Other'], ['Other'], ['Other']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]","['if', 'you', '’', 're', 'an', 'army', 'that', 'is', 'republican', 'you', 'are', 'not', 'welcome', 'here', 'we', 'hate', 'you']",if you ’ re an army that is republican you are not welcome here we hate you,we hate you,hateful,hateful
15972271_gab,"{'label': [0, 0, 0], 'annotator_id': [17, 96, 4], 'target': [['Islam'], ['Islam'], ['Islam']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]]","['we', 'need', 'to', 'go', 'back', 'and', 'beat', 'them', 'and', 'i', 'mean', 'hard', 'so', 'hard', 'that', 'the', 'muzzies', 'are', 'to', 'scared', 'to', 'ever', 'step', 'up', 'in', 'the', 'world', 'again', 'crush', 'their', 'spirits', 'now', 'and', 'brutally', 'at', 'that']",we need to go back and beat them and i mean hard so hard that the muzzies are to scared to ever step up in the world again crush their spirits now and brutally at that,we need to go back and beat them muzzies crush their spirits now and brutally at that,hateful,hateful
18948105_gab,"{'label': [0, 0, 0], 'annotator_id': [89, 4, 3], 'target': [['African', 'Jewish'], ['African', 'Jewish'], ['African', 'Jewish']]}","[[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['you', 'are', 'officially', 'a', 'nigger', 'or', 'jew', 'or', 'oven', 'middle', 'class', 'if', 'you', 'use', 'the', 'phrase', 'white', 'trash']",you are officially a nigger or jew or oven middle class if you use the phrase white trash,a nigger or jew oven middle class,hateful,hateful
7020770_gab,"{'label': [0, 0, 0], 'annotator_id': [107, 3, 4], 'target': [['Women', 'Hispanic'], ['Hispanic', 'Jewish'], ['Jewish', 'Hispanic', 'Women']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]]","['zuckerberg', 'loves', 'live', 'streamed', 'violence', 'such', 'as', 'gang', 'rapes', 'the', 'pitiful', 'jew', 'cunt', 'but', 'call', 'a', 'wetback', 'a', 'wetback', 'and', 'you', 'get', '<number>', 'days', 'fucking', 'psycho']",zuckerberg loves live streamed violence such as gang rapes the pitiful jew cunt but call a wetback a wetback and you get <number> days fucking psycho,jew cunt wetback a wetback,hateful,hateful
