platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,label
tieba,lgbt,同性恋运动者将反对者统一称之为“恐同者”，然后又抛出“恐同都是深柜”的论调，试图对反对者进行阻吓。这其实是一种人身攻击的手段，因为同性恋运动的反对者，实在没有必要害怕同性恋者或者同性性偏好，有可能只是出于心理本能厌恶不正常的异类，称之为“厌同者”更为合适。将反对者塑造成“恐同者”，想要无中生有的强调其愚蠢、歇斯底里的特点，这不就是霸凌者嘲笑男同性恋者娘娘腔或者心理变态的翻版吗？不同的是，同性恋者已经通过发明新词的方式，将这种歧视制度化了。同性恋者总是强调受到霸凌，但其自己何尝不是有组织的、公开的霸凌反对者？而污蔑别人是同性恋者，着实有点像小孩子抓了一把屎硬要涂在对方身上。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",289,hateful
zhihu,race,这种男人也是极少数，像我这种只是单纯的普信罢了🐶,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",29,hateful
zhihu,race,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代😄可惜就是有人爱接盘😄,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",62,hateful
tieba,gender,但为什么在别的地方那个幕刃可以讲出来这些话？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",22,hateful
tieba,gender,或许这就是女权吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,race,确实如此 宁要小姐从良，不要媚外ez,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",18,hateful
zhihu,race,首先赞楼主，其次男同胞不接受这种女人我感觉不能说保守，任何国家的男人都不会接受别国男人在自己国家乱搞女人的！ 某些人混淆视听，说外国人更开放不在乎这些，那他去欧美乱搞一下试试就知道了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",91,hateful
zhihu,race,真要有那个手段和心理素质，也不会沦为非处。而且骗的是自己老公，枪往自己人身上打，也挺有意思的🤣,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",51,hateful
tieba,race,像这种人别理他就好，让他自娱自乐去吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
tieba,gender,女人除了买衣服化妆搞内斗还会什么,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",16,hateful
zhihu,region,山东人陕西人真的不爱出门打工,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
zhihu,race,华工被法国女孩喜爱这件事你是怎么说服自己相信的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",23,non-hateful
zhihu,region,河南人，但经常被黑偷东西。新疆人被黑偷东西的也很多。所以答主被成为河南籍新疆人！,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",40,hateful
zhihu,lgbt,怀疑很正常，如果你以前从来没接触过，没了解过的话，你肯定会自我怀疑啊。可是最后你不依旧是喜欢女生么？迷茫是很正常的事罢了。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",61,non-hateful
tieba,gender,因为一味地忍让换来的是不平等，充了这帮女权，不过说实话我现实中还没见过女权，大部分女的只是有点任性傲气而已。并且还是漂亮的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",61,non-hateful
zhihu,region,讲真江北人自己都是被苏南歧视的人,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",16,hateful
zhihu,race,我特烦一张嘴就这事不关你事的人，管天管地管的着别人怎么看？照你的理论，批判这些人也不关你事啊？你废什么话？,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",53,hateful
tieba,gender,母人进来啦,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",5,hateful
zhihu,race,那会不会有50万,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,gender,共产党的功劳,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
tieba,gender,看看彩礼给谁吧，彩礼应该是男方父母给新婚夫妻的，如果女方全拿了就不给吧,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",35,hateful
zhihu,race,值得批判！我不明白为什么人种没有生殖隔离呢？爱美之心人皆有之！一白遮百丑！美白，美白，美听说过美黑的。没见过黑人去选美的。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",61,hateful
tieba,gender,现在已经很多国企央企就不收华理的学生了,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 0, 0, 1]",19,hateful
tieba,gender,这都是什么操作啊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,race,在吾看来，非洲人妖也好过非洲男人至少非洲人妖不会随意侵犯女性,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",30,hateful
zhihu,region,不认识地名咋还挺自豪的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
zhihu,region,老乡，井盖要吗？一个大胡子满脸堆笑看着你。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",21,hateful
tieba,gender,鸡汤的作者和读者都是女人，不向着女人她们没销量,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",23,hateful
zhihu,race,中国eg这么多🥺🥺还不允许中国男生分头突围了🤭🤭,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",36,hateful
tieba,race,↓十二生肖中所缺失的就是它没有的。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",17,hateful
tieba,gender,看了好多也不敢加，合肥男童事件当事人都没啥事,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",22,non-hateful
tieba,gender,还有点赞的那些人都是什么心态啊从来没有看到过男友xxxx时满级女友的做法，服了谁搞得热搜,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",44,non-hateful
zhihu,race,厉害哥哥。。金庸老人家的经典你都找到😅😅😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",30,non-hateful
zhihu,race,问个露骨的问题，如果你觉得不适就不说了🤣 她和你聊过和两个黑人的性体验怎么样吗,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",43,non-hateful
zhihu,lgbt,哈哈，开心就好,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,race,怕是对帅有什么误解,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
zhihu,region,全国1/3商品粮产地，航母、舰载机、战斗机、核潜艇、航空发动机生产基地，必须黑掉他，让他人口和人才不断外流，逐渐萎缩。看看最近毒教材，洗地安倍等等现象就明白了，某些势力亡我之心不死。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",91,hateful
zhihu,region,上海黑起别的地方也是不遗余力呢,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",15,hateful
zhihu,region,第一次看见江北八市这个说法,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,女权，侵害他人，大事化小，反咬一口。女权，讹诈他人，无中生有，小事化大。事情败露，在理中客眼中，归结为最终损害的还是所谓的“女性权益”，因此，还要加强“女权”，并且要高尚地体现在当前作恶者的身上，以示精神的积极性，关注的不是受害的当事人的权益，关注的不是严惩加害他人的女权。所谓的女权，隐匿在所谓的女性中，作恶毫无代价，甚至占据道德制高点——“你别不识好歹”，日后谈起，还一副吃亏了的要死样子。受害的当事人要高风亮节，假装痛恨自己不懂事理，要深刻检讨自己，不该冒犯了高等性别，相互道歉，造就一桩“美谈佳话”。反之，则不成立，具体的事情不细述了，举目皆是。这一切都是以性别为论据，目的就是论证和实现女尊男卑的所谓“男女平等”——利于女权及更有利于女权。总而言之，都是为了贯彻——“人是作为一个性别的存在而存在，高等性别就该这样，低等性别就该那样，这样的一个对等就是真理”的现代礼教。总之，思想钢印不破，女权恶行，野火烧不尽，春风吹又生。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",417,hateful
tieba,race,想得美，按这趋势来看未来只多不少,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,lgbt,拿着一张p的图在这里意淫，通讯录是不是都有臆想症。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",25,hateful
zhihu,region,出去旅游到了挺多省份的，感觉当地人都挺好的，哪个地方大部分都是和你我一样的普通人，只不过地域文化不同，大体性格会偏向豪放或内敛，但是根本上差不了太多,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",74,non-hateful
zhihu,region,"才两千多万人, 你没体验过一亿多人不允许出人渣吧?",0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",25,non-hateful
zhihu,region,那你可说的不全面。电信诈骗祖庭是台湾，骗子口音80%台湾腔，95%南方口音。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",38,hateful
tieba,race,我算是看明白了这吧的鸵鸟，先抛出一个没头没尾的论证，等别人怼他的们时候，然后再打马后炮。这招真是屡试不爽啊！,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",54,hateful
zhihu,region,我就是江苏人😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
zhihu,region,愿黄桃罐头保佑每一位东北人,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,赞同啊，这样的恋爱经历请一定要跟未来男人坦白，因为这也是一个试金石，如果他是个狭隘的国男，就不可能过得下去，大家的道德标准和三观不合。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",67,hateful
tieba,race,如果我在那里直接把车加足马力直接撞上过去,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,non-hateful
tieba,gender,所谓“男人比较邋遢，女人爱干净”的刻板印象是咋出来的,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 0, 0]",26,hateful
tieba,gender,拿好，不用谢我,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,gender,下半身动物的帽子早就从男人身上剥离了，这句话其实是用来形容女人的，只是被女权利用栽赃给扣在了男人身上，男人出轨天天的性那都是假象，女人嫌男人不行，天天抱怨没有性生活这才是真相,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",87,hateful
tieba,race,兄弟，你口味有点重啊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
zhihu,region,最奇葩的是高密人视莫言为高密的骄傲,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
tieba,race,黑人的舔狗其实比黑人更可恨,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",13,hateful
tieba,gender,之前懒得一般见识的想法都不该有，直接说学校你家开的？座位你私人的？然后她骂你，你直接跟老师反应，说她乱吠影响你听课了。老师不处理等下课你亲自掀它东西，干就完了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",79,hateful
tieba,race,倪哥能不能死?,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",7,hateful
zhihu,race,我儿子要是说要从良j，我一定打断他的腿,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,hateful
zhihu,region,我见过很多贵州人说东北贫（穷的意思） 我就奇怪了论省经济你个倒数第二的笑话人家倒数第一的？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",45,hateful
zhihu,region,好家伙，绝了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
tieba,gender,小红书什么东西懂的都懂,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",11,hateful
tieba,gender,母狗是这样的,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",6,hateful
tieba,gender,别惯着她，不然以后有你难受的,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",14,hateful
tieba,gender,赶紧把那张照片也换成女的吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,gender,在别的吧大家肯定会说这是打情骂俏，是美好的事，但我相信在这个吧，吧友能挖出更深层次的答案,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",44,non-hateful
tieba,lgbt,大批直男被邪恶的基佬勾引失足建议立即将他们绞杀！,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",24,hateful
tieba,race,对黑人无感，不是我喜欢的颜，白净的不香吗,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",20,hateful
tieba,race,师尼长技以制尼,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",7,hateful
tieba,gender,有一种野性的美,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,gender,最近缺钱，请问下怎么样发帖才能有钱？联系谁领？贴吧等级我可以刷，有空告知一下，急。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",41,non-hateful
tieba,gender,说的挺对的站起来吧跪久了膝盖会生根的,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,hateful
zhihu,region,冬天你们说我们冷夏天说我们热😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
tieba,lgbt,直佬的瓜真是太香了哦，吃不完了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",15,hateful
tieba,gender,哈哈哈，小仙女的事要你们管,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",13,hateful
tieba,gender,是被阿娜夺舍了吗我寻思着就阿娜这个水平应该也学不会盗号啊,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",28,hateful
zhihu,race,我已经累了，也懒得讲道理了，爱咋咋地吧，ez和默关我什么事啊，总有一天中国要整出个右翼分子,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",45,hateful
zhihu,race,去黑非洲就行，那里有酋长,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",12,hateful
zhihu,lgbt,MB关键是有的gay他还骚扰你，他妈的刚刚差点让一个gay亲了，再有下次老子打掉他满嘴牙，我这不是恶心，是唾弃,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",55,hateful
tieba,gender,老bbc了??,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,race,在easy girl眼里，这也比国男好得多,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",21,hateful
tieba,gender,我觉得女人也没用,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",8,hateful
zhihu,race,除去巫山不是云，习惯了xxl就不合适M码了,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",21,hateful
zhihu,race,1.为什么黑人有体臭?这样盲人也可以歧视他们2.三个黑人在车上，开车的是谁?答:警察3.为什么黑人手掌是白的，因为.上帝上色时手撑在警车上4.一个黑人怎么称呼一个白人?答:阁下。10个黑人怎么称呼一个白人?答:教练。100个黑人怎么称呼一个白人?答: 监狱长5.黑人贫民区里最混乱的节日是什么?父亲节!6.为什么黑人之间互称兄弟?因为他们都不知道自己的父亲是谁。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",181,hateful
zhihu,race,简单地说，“我”网络上可以重拳出击，一喷喷一片，现实里面友好相处，尊重女性，如果发现身边有谁媚黑，那不好意思，一票否决,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",59,hateful
tieba,race,今年小学教材已经更新了，满满中国风,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,race,我倒是不歧视有过黑人男朋友的女性。因为这属实光宗耀祖了，还敢歧视！,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",33,hateful
zhihu,race,看了那么多回答，没看到因为说害怕艾滋，搞不懂，男人娶黑女白女好像他们就没啥意见了，女人搞黑哥白男，他们反应好大，看不懂,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 1, 0]",59,hateful
zhihu,race,为什么不能歧视？什么时候不允许歧视变成政治正确了，某类不值得高看的人，看不上某个人就是看不上，大胆说出来🤔,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 0, 1]",56,hateful
tieba,race,正常，现在东亚和欧洲生育率最低,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,害怕？哈哈哈，你真以为大家是害怕？害怕娶不到媳妇儿？哎呀妈呀，合着你觉得男人批判女人找黑人是害怕找不着媳妇儿？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",55,hateful
zhihu,region,你这什么思想，无论什么关系，地域歧视都是被注定遭人唾弃。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",28,non-hateful
tieba,gender,有孩子的女人，就算以后不结婚，心里也不会慌，因为虽然你在一天天的变老，但是你的孩子也在一天天的长大，你根本不需要慌。而不婚不育的女权，你膝下无儿无女，30岁以后，你敢说你不带慌的？等你绝经了，又老又不能生，男人要你有啥用？你最后的筹码也没了,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",120,hateful
tieba,lgbt,为啥总有虾爬子一样的二极管？正常化就正常化呗，非要跳出来表示同性恋就是高贵就是先进就是现代化吗？扯犊子,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",51,hateful
zhihu,region,她说的都逗，一个电视台主持人在主持节目时候说上海方言🙄这还不该被投诉？？？这要搁央视，得算直播事故，直接降职到幕后拉大幕去吧😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",69,non-hateful
zhihu,race,不过有一个40岁老农民没取上媳妇娶了个18岁的黑人媳妇，我感觉这也没办法吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",37,non-hateful
tieba,lgbt,我都要吐了真的很会玩,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,hateful
tieba,gender,没心气管了，上次歪果人永居我尽力了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",17,hateful
tieba,race,尼日利亚的名菜“乔洛夫”，油焖香米饭加上鸡腿和油炸香蕉。这道菜的米饭和手抓饭类似，都要加入洋葱和胡萝卜，也可用手抓着吃，微辣。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",63,non-hateful
zhihu,region,在上海务工的安徽人很多，一般对安徽有地域黑，其他身份对安徽无感，谈不上黑。🤣,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",42,hateful
tieba,gender,sb！真正聪明的男人已经留下了种子还不用负责！,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",23,hateful
zhihu,region,河南和东北吧！山东还是好上很多，夸的不少。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
zhihu,region,最多的还是东北，什么口音都甩锅给东北，就像唐山打人，明明没有东北人偏说是东北人。而且这种现象不是一次两次了。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",54,hateful
tieba,race,这是中国人，可怕,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,race,坏了就去非洲生吧🤔,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",12,hateful
zhihu,race,这就是个大筛子，筛掉那些傻子,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,hateful
tieba,race,放假了，闲的没事干都跑来反对不存在的种族歧视了，别装了，等开学作业没写完你就惨了。哦对了，到时候你可以控诉老师对你种族歧视,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",61,hateful
